title,release_date,revenue,popularity,vote_count,vote_average,budget,runtime,adult,genre_names,collection_name
Bunuwirah,2020-10-15,0,0.6,0,0.0,350000,95,false,"Horror, Thriller",NA
Billy,2019-10-31,0,0.6,0,0.0,0,0,false,Horror,NA
Lane 9,2019-08-09,0,0.6,3,6.7,0,16,false,Horror,NA
Cattle Farmer,2020-10-20,0,0.6,0,0.0,0,92,false,Horror,NA
Truth or Scare,2020-07-10,0,0.6,1,7.0,0,8,false,Horror,NA
The Rickety Lady,2020-01-01,0,0.6,1,6.0,0,3,false,Horror,NA
Warm Blood,2020-10-16,0,0.6,1,3.0,0,5,false,Horror,NA
Or Best Offer,2018-10-14,0,0.6,2,7.5,0,7,false,"Horror, Thriller",NA
The Understanding,2019-07-01,0,0.6,0,0.0,0,0,false,Horror,NA
The Klatos Paradox,2020-10-23,0,0.6,1,5.0,0,117,false,"Drama, Horror, Mystery",NA
Odd Girl,2019-04-01,0,0.6,4,6.0,0,12,false,Horror,NA
Forced Entry,2020-02-15,0,0.6,1,7.0,1500,24,false,Horror,NA
Clownz R Us,2020-10-16,0,0.6,0,0.0,5000,46,false,"Horror, Thriller",NA
Beachworld,2019-08-31,0,0.6,1,6.0,0,14,false,"Horror, Science Fiction",NA
Barnacle Face,2020-11-01,0,0.6,0,0.0,0,6,false,Horror,NA
Clout,2020-09-19,0,0.6,0,0.0,0,15,false,Horror,NA
Blackout,2019-10-31,0,0.6,0,0.0,0,6,false,Horror,NA
The Springs County Psycho,2020-01-25,0,0.6,0,0.0,0,14,false,"Horror, Thriller",NA
Night Shift,2019-10-31,0,0.6,0,0.0,0,3,false,Horror,NA
Better Safe Than Sonny,2020-08-20,0,0.6,0,0.0,796,5,false,"Comedy, Horror",NA
Council House and Violent,2020-11-06,0,0.6,0,0.0,0,5,false,Horror,NA
Don’t Walk,2020-10-25,0,0.6,0,0.0,0,8,false,"Comedy, Horror",NA
Night Feed,2020-06-30,0,0.6,0,0.0,0,1,false,Horror,NA
The Animator 2,2019-07-05,0,0.6,0,0.0,0,1,false,"Animation, Horror",NA
The Healer,2019-08-20,0,0.6,0,0.0,0,17,false,Horror,NA
Tirarei as Medidas do Seu Caixão,2015-01-01,0,0.6,0,0.0,0,17,false,"Drama, Horror, Mystery",NA
The Grudge 1.5,2006-01-01,0,0.6,1,2.0,0,10,false,"Animation, Horror",NA
The Curse of the Crying Boy,2019-05-17,0,0.6,3,6.7,0,7,false,Horror,NA
Natural Instincts,1999-06-05,0,0.6,1,7.0,0,4,false,Horror,NA
I Rot,2010-01-01,0,0.6,0,0.0,15000,17,false,"Comedy, Horror",NA
Seeing is Believing,2020-10-31,0,0.6,0,0.0,0,2,false,Horror,NA
Black Weeds,2013-09-28,0,0.6,0,0.0,0,20,false,Horror,NA
Screambook,1988-12-12,0,0.6,0,0.0,0,78,false,Horror,NA
Memory Trails,2020-10-28,0,0.6,0,0.0,0,5,false,"Drama, Horror, Thriller",NA
Treat Street,2018-12-07,0,0.6,0,0.0,0,13,false,Horror,NA
Reunion from Hell,2021-04-30,0,0.6,0,0.0,0,88,false,Horror,NA
Duck Dynasty: Quack Or Treat,2013-10-31,0,0.6,1,10.0,0,66,false,"Documentary, Horror",NA
Fasa: The Clown,2014-11-07,0,0.6,0,0.0,0,20,false,Horror,NA
Only an Imprint,2020-10-30,0,0.6,0,0.0,200,15,false,"Drama, Horror, Thriller",NA
Belladonna,2018-09-21,0,0.6,0,0.0,0,25,false,Horror,NA
Latch,2017-12-19,0,0.6,0,0.0,0,4,false,Horror,NA
Couples Therapy,2020-10-30,0,0.6,1,6.0,0,12,false,"Comedy, Horror",NA
Lemon Twist,2020-10-31,0,0.6,0,0.0,50,8,false,"Drama, Horror",NA
The Seventh Page,2018-06-01,0,0.6,1,6.0,0,168,false,"Horror, Mystery",NA
The Hangry Dead,2020-06-10,0,0.6,0,0.0,0,100,false,"Comedy, Drama, Horror",NA
Dienstag (once upon a Tuesday),1993-01-01,0,0.6,0,0.0,0,15,false,Horror,NA
In the Shadow It Waits,2020-07-04,0,0.6,0,0.0,0,43,false,Horror,NA
American Scarecrow,2020-10-27,0,0.6,1,4.0,0,71,false,Horror,NA
Blood Spirit,2020-10-27,0,0.6,2,7.0,0,77,false,Horror,NA
Green Hell,2019-12-31,0,0.6,2,7.0,2000,36,false,Horror,NA
Lazaro’s Trip,2019-10-25,0,0.6,0,0.0,0,16,false,Horror,NA
BITE!,2017-06-25,0,0.6,1,10.0,500,3,false,"Comedy, Horror",NA
WiHM9 Blood Drive - Donor,2018-02-13,0,0.6,1,6.0,200,21,false,"Horror, Thriller",NA
Hexed,2020-10-30,0,0.6,0,0.0,0,37,false,"Horror, Thriller",NA
The Devil Had Other Plans (Act II),2020-10-31,0,0.6,0,0.0,0,13,false,"Animation, Horror",The Devil Had Other Plans Collection
Hunters,2020-10-31,0,0.6,1,5.0,0,0,false,Horror,NA
I Ride My Bike When the Air is Crispy,2020-10-28,0,0.6,0,0.0,0,1,false,"Animation, Comedy, Horror, Music",NA
Hybrid,2016-10-15,0,0.6,0,0.0,3000,25,false,"Horror, Science Fiction",NA
Flashlight,2016-03-01,0,0.6,0,0.0,0,6,false,"Fantasy, Horror",NA
Everybody Dies,2020-10-30,0,0.6,0,0.0,250,8,false,Horror,NA
Mitten,2013-10-01,0,0.6,0,0.0,0,3,false,Horror,NA
Experiência em Terror,1987-01-01,0,0.6,0,0.0,0,73,false,"Crime, Drama, Horror",NA
The Surrogate,2020-10-30,0,0.6,1,6.0,0,3,false,Horror,NA
The Door,2020-08-21,0,0.6,1,7.0,0,9,false,Horror,NA
Athens County Massacre,2008-04-19,0,0.6,0,0.0,0,78,false,Horror,NA
Enfer,2020-10-28,0,0.6,2,10.0,0,4,false,"Drama, Horror",NA
A Light in the Dark,2019-12-13,0,0.6,0,0.0,2000,6,false,"Horror, Science Fiction, Thriller",NA
Veins,2020-09-18,0,0.6,0,0.0,500,7,false,Horror,NA
"A Boat, Beneath A Moonlit Sky",2020-10-31,0,0.6,0,0.0,500,0,false,Horror,NA
Ctrl+Alt+Trick/Treat,2020-10-31,0,0.6,1,4.0,0,59,false,Horror,NA
Dark Room,2019-07-01,0,0.6,0,0.0,0,27,false,Horror,NA
Child of the Sky,2017-04-28,0,0.6,0,0.0,0,16,false,"Drama, Fantasy, Horror, Thriller",NA
Fool,2019-07-28,0,0.6,1,6.0,0,25,false,Horror,NA
In The Wild,2015-10-16,0,0.6,0,0.0,0,0,false,Horror,NA
Mum's Sweater,2020-11-05,0,0.6,2,7.5,0,7,false,"Animation, Horror",NA
Filtered,2021-04-24,0,0.6,0,0.0,0,0,false,Horror,NA
The Kindness of Strangers,1996-09-30,0,0.6,1,10.0,300,5,false,"Crime, Drama, Horror, Thriller",NA
Embedded,2020-11-06,0,0.6,0,0.0,0,7,false,"Drama, Horror",NA
Hell on Earth,2016-01-01,0,0.6,0,0.0,0,0,false,Horror,NA
How Can I Dream?,2020-10-31,0,0.6,0,0.0,200,13,false,Horror,NA
Night of the Facesuckers,2019-10-01,0,0.6,0,0.0,0,17,false,"Comedy, Horror",NA
Bloodshed,2020-01-30,0,0.6,0,0.0,0,12,false,Horror,NA
Arachnarche,2020-12-09,0,0.6,2,6.0,0,4,false,"Animation, Horror",NA
The Dead Hands of Dublin,2020-07-09,0,0.6,0,0.0,0,7,false,"Animation, Crime, Horror",NA
Grisly Girls,2020-07-03,0,0.6,1,8.0,0,8,false,Horror,NA
Vinyl Destination,2020-06-22,0,0.6,0,0.0,300,7,false,"Comedy, Horror, Thriller",NA
FReIGHT,2020-10-30,0,0.6,1,6.0,0,12,false,Horror,NA
Guests,2020-07-03,0,0.6,0,0.0,0,4,false,Horror,NA
Daytime Nightmare,2021-10-11,0,0.6,0,0.0,0,85,false,"Horror, Thriller",NA
Imposter,2020-09-25,0,0.6,0,0.0,0,4,false,Horror,NA
Evil,2020-09-26,0,0.6,0,0.0,0,1,false,Horror,NA
The Office,2020-10-26,0,0.6,0,0.0,0,2,false,"Animation, Comedy, Horror",NA
Basilisk Egg,2020-01-11,0,0.6,0,0.0,0,15,false,Horror,NA
Game,2020-08-23,0,0.6,0,0.0,0,6,false,Horror,NA
Revenir,2020-10-19,0,0.6,0,0.0,0,4,false,Horror,NA
It Came from the 80's!,2019-10-25,0,0.6,1,8.0,0,10,false,"Comedy, Horror",NA
Félina,2020-10-29,0,0.6,0,0.0,0,1,false,"Animation, Horror",NA
A Gross Misuse,2020-10-19,0,0.6,1,6.0,0,16,false,"Drama, Horror",NA
The Shadow,2020-10-20,0,0.6,0,0.0,0,5,false,"Animation, Horror",NA
TNR,2020-10-24,0,0.6,0,0.0,0,1,false,Horror,NA
Shopping is Contagious,2020-10-21,0,0.6,0,0.0,0,3,false,Horror,NA
Heart Attack Man,2020-10-29,0,0.6,0,0.0,0,8,false,"Comedy, Horror",NA
The Hollow Hours,2020-03-14,0,0.6,0,0.0,1800,10,false,"Horror, Romance",NA
Wrath,2020-08-28,0,0.6,0,0.0,0,32,false,Horror,NA
HBDTM,2020-10-01,0,0.6,0,0.0,0,10,false,"Comedy, Horror",NA
The Ceremony,2020-10-01,0,0.6,0,0.0,0,7,false,"Horror, Thriller",NA
Rhapsody in Blood,2019-06-14,0,0.6,0,0.0,1000,3,false,Horror,NA
Axe Massacre,2008-12-06,0,0.6,0,0.0,0,12,false,Horror,NA
A Shadow Breathes,2020-10-30,0,0.6,0,0.0,0,14,false,Horror,NA
Transcending Mirror Boundaries,1981-01-01,0,0.6,0,0.0,0,8,false,Horror,NA
Under The Surface,2020-10-09,0,0.6,0,0.0,0,6,false,Horror,NA
Mouthless (Gusła),2020-02-01,0,0.6,0,0.0,0,6,false,"Documentary, Horror",NA
House of Blood,2013-04-10,0,0.6,0,0.0,25000,88,false,"Action, Horror, Thriller",NA
TRIANGLE,2012-02-21,0,0.6,1,9.0,0,6,false,"Animation, Horror",NA
UNICORN,2012-06-04,0,0.6,0,0.0,0,1,false,"Animation, Horror",NA
Segregatio,2020-10-31,0,0.6,0,0.0,0,12,false,Horror,NA
Clamps,2018-06-15,0,0.6,0,0.0,0,6,false,"Comedy, Horror",NA
Nightfill,2006-07-14,0,0.6,0,0.0,0,23,false,"Comedy, Horror",NA
The Gamers: Curse of the Cart,2011-08-11,0,0.6,1,10.0,20,45,false,"Action, Adventure, Comedy, Horror, Thriller",NA
Radio Silence,2013-10-02,0,0.6,0,0.0,0,25,false,Horror,NA
Bloodletting,2019-10-13,0,0.6,2,5.5,4000,14,false,"Drama, Horror",NA
Mummy,2020-11-11,0,0.6,0,0.0,1000,67,false,"Drama, Horror",NA
SCARE PACKAGE,2019-05-13,0,0.6,1,8.0,0,4,false,"Animation, Horror, Music",NA
Terror at Bigfoot Pond,2020-09-10,0,0.6,1,1.0,0,82,false,Horror,NA
Scars,2019-05-12,0,0.6,1,10.0,2000,14,false,"Drama, Horror, Science Fiction, Thriller",NA
Final Caller,2020-09-01,0,0.6,1,5.0,0,90,false,"Comedy, Horror",NA
Nexus of Evil,2020-10-22,0,0.6,0,0.0,10000,0,false,Horror,NA
Interference,2020-10-31,0,0.6,0,0.0,0,9,false,"Comedy, Horror",NA
Air-Max,2020-11-12,0,0.6,0,0.0,0,1,false,"Horror, Science Fiction",NA
The Grindhouse Massacre,2007-01-01,0,0.6,1,8.0,0,92,false,Horror,NA
On My Way,2016-03-21,0,0.6,0,0.0,0,7,false,Horror,NA
Mark of the Damned,2006-01-26,0,0.6,0,0.0,0,105,false,Horror,NA
Pig Man,2020-11-13,0,0.6,1,10.0,0,17,false,"Comedy, Horror",NA
Sins of a Werewolf,2020-11-09,0,0.6,1,7.5,0,22,false,"Comedy, Horror",NA
Stir Crazy,2020-11-13,0,0.6,0,0.0,500,48,false,"Drama, Horror, Thriller",NA
"No, THIS Is Horror!",2018-07-13,0,0.6,0,0.0,50,19,false,"Comedy, Horror",NA
Follower,2019-01-10,0,0.6,0,0.0,10,7,false,"Comedy, Horror",NA
The Sleepover,2019-05-18,0,0.6,0,0.0,59,12,false,"Comedy, Horror",NA
How to Become a Zombie,2017-06-30,0,0.6,0,0.0,0,8,false,"Comedy, Fantasy, Horror",NA
I Am He Who Created Himself,2019-09-18,0,0.6,0,0.0,0,4,false,"Animation, Horror",NA
The Intruder,2020-05-01,0,0.6,0,0.0,0,3,false,"Comedy, Horror",NA
Margin of Terror,2020-09-18,0,0.6,0,0.0,0,4,false,"Animation, Comedy, Family, Horror",NA
Love You Forever,2021-12-10,0,0.6,0,0.0,0,21,false,Horror,NA
Afraid of the Night,2016-08-01,0,0.6,1,1.0,0,10,false,Horror,NA
Ghost Searchers,2020-10-16,0,0.6,1,7.0,6300,19,false,"Comedy, Horror, Thriller",NA
The Laundry Room,2018-03-24,0,0.6,0,0.0,0,2,false,"Horror, Thriller",NA
The Phone Call,1982-01-01,0,0.6,0,0.0,0,4,false,"Comedy, Horror",NA
The Project,2020-01-01,0,0.6,1,3.0,0,95,false,"Horror, Thriller",NA
Lumberjacked,2020-10-25,0,0.6,0,0.0,0,0,false,"Comedy, Horror",NA
Filth,2020-11-13,0,0.6,3,7.3,0,15,false,"Action, Animation, Crime, Horror, Science Fiction",NA
A Black Rift Begins to Yawn,2021-02-12,0,0.6,1,4.0,0,102,false,"Drama, Horror, Mystery, Science Fiction",NA
Booklovers,2020-01-20,0,0.6,0,0.0,0,10,false,Horror,NA
Beyond Reach,2009-05-28,0,0.6,0,0.0,0,0,false,Horror,NA
The Man Who Loved Flowers,2010-10-03,0,0.6,0,0.0,0,9,false,"Horror, Thriller",NA
Dream Sequence,2019-12-15,0,0.6,0,0.0,0,3,false,"Horror, Thriller",NA
Acedia,2012-12-20,0,0.6,0,0.0,0,81,false,Horror,NA
The Moretti House,2008-08-07,0,0.6,0,0.0,5000,82,false,"Horror, Mystery, Thriller",NA
The Rake,2011-11-11,0,0.6,0,0.0,2500,50,false,Horror,NA
The Disappearance of Jenna Matheson,2007-10-08,0,0.6,0,0.0,45000,86,false,"Crime, Horror",NA
The Blaylock House,2012-08-17,0,0.6,0,0.0,0,88,false,Horror,NA
The Philosophy of Horror: A Symphony of Film Theory,2020-11-28,0,0.6,0,0.0,0,60,false,"Documentary, Horror",NA
The Dark Hunter,2003-03-06,0,0.6,0,0.0,700,75,false,"Comedy, Horror",NA
Crackered,2019-11-28,0,0.6,0,0.0,0,1,false,"Animation, Comedy, Horror",NA
Barbatachthian,2020-10-08,0,0.6,0,0.0,100,94,false,"Comedy, Horror",NA
Paranoia Tapes 5: Rewind,2020-04-11,0,0.6,1,7.0,0,77,false,Horror,NA
After the Flesh,2019-08-03,0,0.6,0,0.0,5000,11,false,"Horror, Romance",NA
Toxic Man,2020-10-30,0,0.6,1,2.0,250,16,false,"Horror, Science Fiction, Thriller",NA
Fright Night of the Living Dead,1986-01-01,0,0.6,0,0.0,300,46,false,Horror,NA
Behind Blue Eyes,1980-01-01,0,0.6,0,0.0,0,48,false,Horror,NA
Cardinal,2020-01-10,0,0.6,1,10.0,5000,28,false,"Horror, Thriller",NA
Cold Turkey,2013-04-06,0,0.6,0,0.0,0,15,false,"Drama, Horror, Thriller",NA
Incident on Highway 73,2012-10-19,0,0.6,0,0.0,0,27,false,"Horror, Science Fiction",NA
Blazeland,1992-01-01,0,0.6,0,0.0,0,90,false,"Horror, Thriller",NA
The Darkening,1997-10-31,0,0.6,0,0.0,100000,102,false,Horror,NA
Zoom.Mov,2020-10-27,0,0.6,0,0.0,0,70,false,"Crime, Horror, Mystery, Thriller",NA
For Him,2019-04-26,0,0.6,0,0.0,0,8,false,Horror,NA
Dudecreeps,2020-11-19,0,0.6,6,5.5,0,20,false,Horror,NA
Quitter,2019-03-25,0,0.6,0,0.0,0,12,false,Horror,NA
The Walkers,2004-11-18,0,0.6,0,0.0,0,51,false,"Horror, Thriller",NA
Paranoia Tapes 6: 06:06:06,2020-04-12,0,0.6,1,8.0,0,85,false,Horror,NA
First,2018-11-24,0,0.6,0,0.0,0,10,false,Horror,NA
Alpine Lake,2020-11-03,0,0.6,1,4.0,0,85,false,Horror,NA
Ambition,2020-11-06,0,0.6,0,0.0,0,5,false,Horror,NA
Bricks,2018-02-05,0,0.6,3,7.3,0,10,false,"Horror, Thriller",NA
Trap Universe,2018-05-13,0,0.6,0,0.0,0,11,false,"Animation, Comedy, Horror, TV Movie",NA
The Adopted One,2020-12-12,0,0.6,0,0.0,0,97,false,Horror,NA
Stiff,2007-10-30,0,0.6,0,0.0,0,30,false,"Comedy, Horror",NA
Paranoia Tapes 8: DVD+,2020-05-15,0,0.6,1,7.0,0,87,false,Horror,NA
Pig Head,2018-02-03,0,0.6,1,10.0,20,7,false,"Action, Horror",NA
The Two Faces of Evil,1980-11-29,0,0.6,0,0.0,0,52,false,Horror,NA
Visitor from the Grave,1980-11-22,0,0.6,0,0.0,0,48,false,Horror,NA
Calypso Boron,2020-11-22,0,0.6,0,0.0,0,6,false,"Horror, Science Fiction, Thriller",NA
Cut,2018-10-28,0,0.6,1,7.0,0,6,false,Horror,NA
The Pyramid,2019-09-06,0,0.6,0,0.0,0,10,false,Horror,NA
Hansel and Gretel,2020-11-09,0,0.6,0,0.0,0,6,false,"Animation, Horror",NA
Psychopath,2020-07-21,0,0.6,0,0.0,0,88,false,Horror,NA
Let’s Go Down,2019-09-01,0,0.6,0,0.0,0,20,false,"Drama, Horror, Thriller",NA
Encounters,2012-02-15,0,0.6,0,0.0,500000,77,false,Horror,NA
The Crumbling,2020-10-01,0,0.6,1,10.0,5000,19,false,"Drama, Horror, Thriller",NA
Guardian of the Abyss,1980-11-15,0,0.6,0,0.0,0,52,false,Horror,NA
Queen: The Awakening,2020-11-17,0,0.6,0,0.0,0,95,false,Horror,NA
The Next Room,2020-11-20,0,0.6,1,6.0,200,2,false,Horror,NA
Backwoods,2020-12-01,0,0.6,0,0.0,0,70,false,"Horror, Mystery, Thriller",NA
Night Bus,2020-09-18,0,0.6,0,0.0,0,12,false,"Horror, Thriller",NA
The Note Book,2019-06-01,0,0.6,0,0.0,0,4,false,"Horror, Mystery",NA
Debbie and the Devil,2021-12-17,0,0.6,0,0.0,0,87,false,"Comedy, Horror, Thriller",NA
Still,2019-12-01,0,0.6,0,0.0,0,8,false,Horror,NA
To Be Devoured,2020-11-27,0,0.6,0,0.0,0,0,false,"Drama, Horror, Thriller",NA
Blood Pumpers Racing Club,1991-01-01,0,0.6,0,0.0,0,5,false,Horror,NA
No Monsters Allowed,2019-10-24,0,0.6,1,9.0,3000,4,false,"Animation, Family, Horror",NA
I Am Not a Monster,2018-10-07,0,0.6,1,5.0,0,17,false,Horror,NA
Beautiful Day,2020-04-02,0,0.6,0,0.0,0,11,false,Horror,NA
The Hole in my Heart,2020-11-26,0,0.6,0,0.0,0,3,false,Horror,NA
Come to Bed,2020-11-01,0,0.6,0,0.0,0,5,false,Horror,NA
A Night at the Table,2019-10-13,0,0.6,2,8.0,0,11,false,"Horror, Thriller",NA
You Are Not Alone,2020-05-29,0,0.6,0,0.0,0,3,false,"Horror, Thriller",NA
DUI,2014-10-20,0,0.6,2,9.0,0,17,false,"Horror, Thriller",NA
Bad World,2021-09-08,0,0.6,0,0.0,0,0,false,"Action, Adventure, Drama, Fantasy, Horror",NA
Country of Hotels,2019-12-20,0,0.6,1,2.0,0,105,false,Horror,NA
An Inappropriate Affect,2015-02-11,0,0.6,0,0.0,0,84,false,"Comedy, Horror, Mystery",NA
The Tap Tap Lady,2015-11-13,0,0.6,0,0.0,0,9,false,Horror,NA
Swing of the Axe,2021-01-09,0,0.6,0,0.0,0,2,false,"Comedy, Horror",NA
Jolly Girl,2020-11-01,0,0.6,0,0.0,0,17,false,"Animation, Comedy, Horror",NA
Vork and the Beast,2020-10-29,0,0.6,1,7.0,0,96,false,Horror,NA
Nuns: An Italian Horror Story,2020-11-11,0,0.6,1,8.0,0,101,false,Horror,NA
A Quarantined Christmas,2020-11-27,0,0.6,1,4.0,0,78,false,Horror,NA
Imagine,2019-09-06,0,0.6,0,0.0,0,3,false,"Comedy, Horror",NA
Shut Eye 2,2017-11-12,0,0.6,1,5.0,0,9,false,Horror,NA
3 AM,2003-10-12,0,0.6,0,0.0,0,22,false,Horror,NA
The Quota,2014-10-20,0,0.6,0,0.0,0,10,false,"Comedy, Horror",NA
Unseen,2019-10-14,0,0.6,3,5.3,0,11,false,"Horror, Science Fiction",NA
Blood Alley - Chillicothe Makes a Movie,2018-04-13,0,0.6,0,0.0,1000,72,false,Horror,NA
Rick and Ruby,2019-10-13,0,0.6,2,2.0,0,15,false,"Comedy, Horror",NA
Operator: Episode 2,2017-07-09,0,0.6,0,0.0,0,12,false,"Animation, Horror, Science Fiction",NA
Spirit #1,2019-10-20,0,0.6,0,0.0,0,6,false,Horror,NA
SCHISM,2018-04-04,0,0.6,0,0.0,0,8,false,"Animation, Drama, Fantasy, Horror, Romance",NA
Alone,2020-10-05,0,0.6,0,0.0,0,3,false,"Comedy, Horror",NA
At His Doorstep,2021-06-01,0,0.6,0,0.0,4000,36,false,"Horror, Mystery",NA
Paralysis,2020-11-07,0,0.6,0,0.0,0,5,false,Horror,NA
Krampus is Here,2015-11-11,0,0.6,0,0.0,0,1,false,Horror,NA
White Void,2020-10-29,0,0.6,2,7.0,0,5,false,Horror,NA
The Wesley Verbank Octagon,2020-11-16,0,0.6,1,5.0,0,1,false,"Animation, Horror, Science Fiction",NA
Return to Yucca Flats: Desert Man Beast,2010-12-30,0,0.6,0,0.0,5,65,false,Horror,NA
There's Something Wrong With My Freezer,2020-09-18,0,0.6,0,0.0,0,9,false,"Comedy, Horror, Mystery",NA
3 Dukun Santet,2020-10-17,0,0.6,0,0.0,0,94,false,Horror,NA
Forgiveness,2021-12-31,0,0.6,1,1.0,0,0,false,Horror,NA
Money,2017-01-04,0,0.6,0,0.0,0,5,false,"Horror, Thriller",NA
Gunkworld,2021-08-15,0,0.6,0,0.0,0,10,false,"Animation, Comedy, Horror",NA
The Clock,2020-12-06,0,0.6,0,0.0,0,219,false,"Action, Comedy, Drama, Horror, Mystery, Thriller",NA
The Upset,2020-12-05,0,0.6,0,0.0,0,5,false,"Horror, Thriller",NA
Melody,2021-01-10,0,0.6,0,0.0,0,20,false,"Drama, Fantasy, Horror",NA
The Hearts of Age,1997-05-14,0,0.6,0,0.0,0,10,false,Horror,NA
Nightjar,2018-11-10,0,0.6,0,0.0,0,17,false,Horror,NA
La Playa,1999-07-09,0,0.6,0,0.0,0,71,false,Horror,NA
RESPAWN,2020-11-30,0,0.6,0,0.0,0,10,false,"Animation, Horror",NA
As Long as He Lives,1998-12-17,0,0.6,0,0.0,0,7,false,"Horror, Science Fiction",NA
Don't Get Out,2019-12-19,0,0.6,0,0.0,100,50,false,Horror,NA
Red Water,2017-09-21,0,0.6,0,0.0,0,21,false,Horror,NA
The Lost Films of Bloody Nora,2019-02-19,0,0.6,1,9.0,0,10,false,"Comedy, Horror",NA
Infernum,2020-12-08,0,0.6,1,10.0,0,3,false,"Horror, Science Fiction",NA
The Trespasser,2020-12-09,0,0.6,1,10.0,0,4,false,"Horror, Thriller",NA
The Dead… Will Rise!,2009-10-31,0,0.6,0,0.0,0,61,false,Horror,NA
EverymanHYBRID,2010-03-21,0,0.6,1,7.0,0,0,false,"Horror, Mystery",NA
Abnormal Activity 3,2011-06-28,0,0.6,0,0.0,0,83,false,"Comedy, Horror",NA
Outtake Reel,2011-12-06,0,0.6,1,5.0,0,75,false,"Horror, Thriller",NA
Christmas Zombies,2020-10-15,0,0.6,0,0.0,30000,66,false,"Comedy, Horror",NA
Rex the Runt: Dreams,1991-08-24,0,0.6,2,8.5,0,2,false,"Animation, Fantasy, Horror",NA
Ansias,2018-01-01,0,0.6,1,9.5,0,3,false,Horror,NA
Method to the Madness,2020-11-27,0,0.6,0,0.0,0,45,false,"Documentary, Horror",NA
Diable en Boite,2017-12-06,0,0.6,0,0.0,0,13,false,"Drama, Horror",NA
400 Ways to Kill a Vampire,2015-02-21,0,0.6,0,0.0,0,22,false,Horror,NA
Beacon,2016-10-28,0,0.6,0,0.0,0,12,false,"Horror, Mystery",NA
Dave Live,2020-12-11,0,0.6,1,3.0,0,7,false,Horror,NA
A Visitor,2020-12-11,0,0.6,2,6.0,20000,5,false,Horror,NA
We All Came Home,2020-11-12,0,0.6,1,8.0,0,3,false,"Horror, War",NA
Goodbye,2020-11-01,0,0.6,0,0.0,0,15,false,Horror,NA
The Nightstalker Case,2018-10-31,0,0.6,0,0.0,0,51,false,Horror,NA
THE EFFIGY,2020-12-09,0,0.6,2,10.0,0,6,false,Horror,NA
Reflected,2020-12-11,0,0.6,0,0.0,0,3,false,Horror,NA
The Farmhouse,2020-12-11,0,0.6,0,0.0,0,13,false,Horror,NA
Incubus,2020-12-11,0,0.6,0,0.0,0,6,false,Horror,NA
Crick,2019-12-01,0,0.6,0,0.0,200,8,false,Horror,NA
Timbered,2020-12-11,0,0.6,0,0.0,250,6,false,"Comedy, Fantasy, Horror, Thriller",NA
The Last Kiss,2020-12-11,0,0.6,0,0.0,0,55,false,"Comedy, Horror",NA
Kababalaghan,2017-10-29,0,0.6,0,0.0,0,0,false,"Documentary, Horror",NA
Holy Hell! or: A Profound Tale of Evil and Satanic Wickedness,2020-10-10,0,0.6,0,0.0,0,9,false,"Comedy, Horror",NA
Midnight In Hell,2022-03-31,0,0.6,0,0.0,0,0,false,Horror,NA
You Missed a Spot,2020-05-16,0,0.6,0,0.0,12000,14,false,"Comedy, Horror",NA
Silent Death,1983-02-18,0,0.6,0,0.0,0,69,false,Horror,NA
One & Done,2018-05-07,0,0.6,0,0.0,1000,6,false,Horror,NA
Deathwalkers,1989-01-01,0,0.6,0,0.0,0,85,false,Horror,NA
Jenny Dixon Beach,2011-10-31,0,0.6,1,1.0,150000,110,false,Horror,NA
Apparatchick,2015-04-12,0,0.6,0,0.0,2000,5,false,Horror,NA
Selva Oscura,2021-01-01,0,0.6,0,0.0,0,14,false,"Fantasy, Horror, Thriller",NA
Crazy 2 Crazy,2021-01-19,0,0.6,4,5.5,0,92,false,"Crime, Horror, Thriller",NA
"Extreme Life & Death: The Blair Witches of Shockumentaries, Part One",2000-07-31,0,0.6,1,2.0,0,58,false,"Documentary, Horror",NA
Strange Life: The Breech,1998-06-30,0,0.6,0,0.0,0,62,false,"Documentary, Horror",NA
The Fall of the House of Usher,1984-01-01,0,0.6,0,0.0,0,10,false,"Animation, Drama, Horror",NA
Vampire City,2009-03-13,0,0.6,0,0.0,1500,71,false,"Comedy, Horror",Vampire City
Vampire City 2: Rock 'N Roll Zombies from Outer Space,2009-10-31,0,0.6,0,0.0,2500,75,false,"Action, Comedy, Horror",Vampire City
Night Basement,1999-01-01,0,0.6,0,0.0,0,80,false,"Comedy, Horror",NA
Samsquanch County,2020-12-18,0,0.6,0,0.0,0,89,false,"Comedy, Horror",NA
The Crescent Moon Clown,2018-10-17,0,0.6,3,6.0,0,87,false,Horror,Bad Ben Collection
It Gets Worse,2016-07-19,0,0.6,3,2.0,0,20,false,"Comedy, Horror",NA
Warp Shopping,2020-12-20,0,0.6,0,0.0,12,5,false,"Documentary, Horror",NA
The Burglary,2020-01-01,0,0.6,1,10.0,0,3,false,Horror,NA
Jolly,2020-12-20,0,0.6,1,6.0,0,4,false,Horror,NA
Blood Cell,2019-08-19,0,0.6,1,10.0,13496,85,false,Horror,NA
Taste of Blood,2021-12-01,0,0.6,1,4.0,0,0,false,Horror,NA
The Drawer Part II,2020-12-20,0,0.6,0,0.0,300,2,false,"Comedy, Horror, Thriller",NA
Mandao Returns,2020-12-15,0,0.6,1,4.0,26509,71,false,"Adventure, Comedy, Fantasy, Horror, Science Fiction",NA
